case_unit_id,suite,user_task_id,injection_task_id,身份与官方goal_task,官方descriptor及哈希,released_runner_dispatch,selected_evaluator源码,evaluator传递闭包,state_schema,artifact_inventory,native_wiring及aggregation区分,stronger及conflict边界,逐文件完整性,official_file_count,derived_lock_inventory_count,raw_file_count,case_packet_bytes,修复前issue_codes,修复后issue_codes,总体结论,packet_path
v1.2.2:workspace:user_task_36:injection_task_4,workspace,user_task_36,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,311567,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_36_injection_task_4/case_packet.md
v1.2.2:workspace:user_task_36:injection_task_6,workspace,user_task_36,injection_task_6,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317595,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_36_injection_task_6/case_packet.md
v1.2.2:workspace:user_task_36:injection_task_7,workspace,user_task_36,injection_task_7,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318229,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_36_injection_task_7/case_packet.md
v1.2.2:workspace:user_task_36:injection_task_8,workspace,user_task_36,injection_task_8,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318196,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_36_injection_task_8/case_packet.md
v1.2.2:workspace:user_task_36:injection_task_9,workspace,user_task_36,injection_task_9,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,319210,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_36_injection_task_9/case_packet.md
v1.2.2:workspace:user_task_36:injection_task_10,workspace,user_task_36,injection_task_10,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317433,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_36_injection_task_10/case_packet.md
v1.2.2:workspace:user_task_36:injection_task_11,workspace,user_task_36,injection_task_11,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,304739,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_36_injection_task_11/case_packet.md
v1.2.2:workspace:user_task_36:injection_task_13,workspace,user_task_36,injection_task_13,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,319533,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_36_injection_task_13/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_0,workspace,user_task_37,injection_task_0,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,310646,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_0/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_1,workspace,user_task_37,injection_task_1,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,309824,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_1/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_2,workspace,user_task_37,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,310957,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_2/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_3,workspace,user_task_37,injection_task_3,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318418,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_3/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_4,workspace,user_task_37,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,311625,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_4/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_5,workspace,user_task_37,injection_task_5,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,311358,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_5/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_6,workspace,user_task_37,injection_task_6,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317653,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_6/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_8,workspace,user_task_37,injection_task_8,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318254,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_8/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_9,workspace,user_task_37,injection_task_9,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,319268,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_9/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_10,workspace,user_task_37,injection_task_10,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317491,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_10/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_11,workspace,user_task_37,injection_task_11,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,304797,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_11/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_12,workspace,user_task_37,injection_task_12,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,305596,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_12/case_packet.md
v1.2.2:workspace:user_task_37:injection_task_13,workspace,user_task_37,injection_task_13,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,319591,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_37_injection_task_13/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_0,workspace,user_task_38,injection_task_0,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,310477,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_0/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_1,workspace,user_task_38,injection_task_1,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,309655,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_1/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_2,workspace,user_task_38,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,310788,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_2/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_3,workspace,user_task_38,injection_task_3,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318249,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_3/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_4,workspace,user_task_38,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,311456,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_4/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_5,workspace,user_task_38,injection_task_5,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,311189,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_5/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_6,workspace,user_task_38,injection_task_6,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317484,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_6/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_7,workspace,user_task_38,injection_task_7,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318118,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_7/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_8,workspace,user_task_38,injection_task_8,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318085,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_8/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_9,workspace,user_task_38,injection_task_9,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,319099,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_9/case_packet.md
v1.2.2:workspace:user_task_38:injection_task_10,workspace,user_task_38,injection_task_10,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317322,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_COMBINED_TASK_DEPENDENCIES_MISSING;USER_UTILITY_FROM_TRACES_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_38_injection_task_10/case_packet.md
